id,hsk_level,chinese,pinyin,english,myanmar,example_sentence_cn,example_sentence_pinyin,example_sentence_eng,example_sentence_my,related words
1158,2,以下,yǐ xià,below; under,အောက်၊ အောက်ပါ,以下内容很重要。｜请看以下说明。｜以下问题请认真回答。｜价格在一百元以下。｜以下是今天的新闻。,Yǐxià nèiróng hěn zhòngyào.｜Qǐng kàn yǐxià shuōmíng.｜Yǐxià wèntí qǐng rènzhēn huídá.｜Jiàgé zài yì bǎi yuán yǐxià.｜Yǐxià shì jīntiān de xīnwén.,The following content is important.｜Please read the following instructions.｜Please answer the following questions carefully.｜The price is below 100 yuan.｜The following is today's news.,အောက်ပါအကြောင်းအရာက အရေးကြီးတယ်။｜အောက်ပါရှင်းလင်းချက်ကို ဖတ်ပါ။｜အောက်ပါမေးခွန်းတွေကို သေချာဖြေပါ။｜ဈေးနှုန်းက ယွမ် ၁၀၀ အောက်မှာရှိတယ်။｜အောက်မှာ ဖော်ပြထားတာက ဒီနေ့သတင်းပါ။,下面 (xiàmiàn) — အောက်ဘက်｜以下 (yǐxià) — အောက်ပါ｜如下 (rúxià) — အောက်ပါအတိုင်း｜以下内容 (yǐxià nèiróng) — အောက်ပါအကြောင်းအရာ｜楼下 (lóuxià) — အောက်ထပ်
1159,2,椅子,yǐzi,Chair,ကုလားထိုင်,请坐在椅子上。｜这把椅子很舒服。｜房间里有四把椅子。｜他坐在椅子上看书。｜请把椅子搬过来。,Qǐng zuò zài yǐzi shàng.｜Zhè bǎ yǐzi hěn shūfu.｜Fángjiān lǐ yǒu sì bǎ yǐzi.｜Tā zuò zài yǐzi shàng kàn shū.｜Qǐng bǎ yǐzi bān guòlái.,Please sit on the chair.｜This chair is comfortable.｜There are four chairs in the room.｜He is sitting on the chair and reading.｜Please move the chair over here.,ကုလားထိုင်ပေါ်မှာ ထိုင်ပါ။｜ဒီကုလားထိုင်က သက်တောင့်သက်သာရှိတယ်။｜အခန်းထဲမှာ ကုလားထိုင်လေးလုံးရှိတယ်။｜သူ ကုလားထိုင်ပေါ်မှာထိုင်ပြီး စာဖတ်နေတယ်။｜ကုလားထိုင်ကို ဒီဘက်ရွှေ့ပေးပါ။,椅背 (yǐbèi) — ကုလားထိုင်နောက်မှီ｜椅子腿 (yǐzi tuǐ) — ကုလားထိုင်ခြေ｜座椅 (zuòyǐ) — ထိုင်ခုံ｜办公椅 (bàngōng yǐ) — ရုံးသုံးကုလားထိုင်｜沙发椅 (shāfā yǐ) — ဆိုဖာကုလားထိုင်
1160,2,一般,yìbān,commonly,ယေဘုယျ၊ ပုံမှန်,一般情况下，我晚上十点睡觉。｜今天的天气一般。｜他的中文水平很一般。｜我一般坐公交车上班。｜一般人都喜欢休息。,"Yìbān qíngkuàng xià, wǒ wǎnshang shí diǎn shuìjiào.｜Jīntiān de tiānqì yìbān.｜Tā de Zhōngwén shuǐpíng hěn yìbān.｜Wǒ yìbān zuò gōngjiāo chē shàngbān.｜Yìbān rén dōu xǐhuan xiūxi.","Generally speaking, I go to bed at ten at night.｜The weather is average today.｜His Chinese level is average.｜I usually take the bus to work.｜Most people like to rest.",ယေဘုယျအားဖြင့် ည ၁၀ နာရီမှာ အိပ်တယ်။｜ဒီနေ့ရာသီဥတုက ပုံမှန်ပဲ။｜သူ့တရုတ်စာအဆင့်က ပုံမှန်ပဲ။｜ပုံမှန်ဆို ဘတ်စ်ကားနဲ့ အလုပ်သွားတယ်။｜လူအများစုက အနားယူရတာ ကြိုက်တယ်။,通常 (tōngcháng) — ပုံမှန်အားဖြင့်｜普通 (pǔtōng) — သာမန်｜一般来说 (yìbān lái shuō) — ယေဘုယျအားဖြင့်｜一般情况 (yìbān qíngkuàng) — ပုံမှန်အခြေအနေ｜平常 (píngcháng) — ပုံမှန်
1161,2,一点点,yì diǎn diǎn,a little bit,နည်းနည်းလေး,我只吃了一点点。｜给我一点点时间。｜这里还有一点点水。｜我懂了一点点。｜我只会说一点点中文。,Wǒ zhǐ chī le yìdiǎndiǎn.｜Gěi wǒ yìdiǎndiǎn shíjiān.｜Zhèlǐ hái yǒu yìdiǎndiǎn shuǐ.｜Wǒ dǒng le yìdiǎndiǎn.｜Wǒ zhǐ huì shuō yìdiǎndiǎn Zhōngwén.,I only ate a little bit.｜Give me a little bit of time.｜There is still a little bit of water here.｜I understand a little bit.｜I can only speak a little Chinese.,နည်းနည်းလေးပဲ စားခဲ့တယ်။｜နည်းနည်းလေး အချိန်ပေးပါ။｜ဒီမှာ ရေနည်းနည်းလေး ကျန်သေးတယ်။｜နည်းနည်းလေး နားလည်တယ်။｜တရုတ်စကား နည်းနည်းလေးပဲ ပြောတတ်တယ်။,一点 (yìdiǎn) — နည်းနည်း｜一点儿 (yìdiǎnr) — နည်းနည်းလေး｜一点点时间 (yìdiǎndiǎn shíjiān) — အချိန်နည်းနည်းလေး｜一点点钱 (yìdiǎndiǎn qián) — ငွေနည်းနည်းလေး｜一点点水 (yìdiǎndiǎn shuǐ) — ရေနည်းနည်းလေး
1162,2,一生,yì shēng,lifetime; all one’s life,ဘဝတစ်လျှောက်,我想一生都和家人在一起。｜他一生都在努力学习。｜这是一生难忘的经历。｜她一生都喜欢音乐。｜我们要珍惜一生的时间。,Wǒ xiǎng yìshēng dōu hé jiārén zài yìqǐ.｜Tā yìshēng dōu zài nǔlì xuéxí.｜Zhè shì yìshēng nánwàng de jīnglì.｜Tā yìshēng dōu xǐhuan yīnyuè.｜Wǒmen yào zhēnxī yìshēng de shíjiān.,I want to be with my family for my whole life.｜He studied hard throughout his life.｜This is an unforgettable experience in a lifetime.｜She has loved music all her life.｜We should cherish the time of our lives.,ကျွန်တော် ဘဝတစ်လျှောက် မိသားစုနဲ့အတူ နေချင်တယ်။｜သူ့ဘဝတစ်လျှောက် စာကို ကြိုးစားလေ့လာခဲ့တယ်။｜ဒါက ဘဝတစ်လျှောက် မမေ့နိုင်တဲ့ အတွေ့အကြုံပါ။｜သူမ ဘဝတစ်လျှောက် ဂီတကို ကြိုက်ခဲ့တယ်။｜ကျွန်တော်တို့ ဘဝရဲ့အချိန်တွေကို တန်ဖိုးထားသင့်တယ်။,一生一世 (yìshēng yíshì) — ဘဝတစ်လျှောက်｜终身 (zhōngshēn) — တစ်သက်တာ｜一辈子 (yíbèizi) — ဘဝတစ်လျှောက်｜终生 (zhōngshēng) — တစ်သက်တာ｜人生 (rénshēng) — ဘဝ
1163,2,一直,yìzhí,always,အမြဲ၊ တစ်လျှောက်လုံး,他一直在等你。｜我一直喜欢中文。｜她一直没有回来。｜请一直往前走。｜天气一直很好。,Tā yìzhí zài děng nǐ.｜Wǒ yìzhí xǐhuan Zhōngwén.｜Tā yìzhí méiyǒu huílái.｜Qǐng yìzhí wǎng qián zǒu.｜Tiānqì yìzhí hěn hǎo.,He has been waiting for you.｜I have always liked Chinese.｜She still hasn't come back.｜Please keep walking straight ahead.｜The weather has always been good.,သူ မင်းကို အမြဲစောင့်နေတယ်။｜ကျွန်တော် တရုတ်စာကို အမြဲကြိုက်တယ်။｜သူမ အခုထိ ပြန်မလာသေးဘူး။｜ရှေ့ကိုပဲ တည့်တည့်ဆက်လျှောက်ပါ။｜ရာသီဥတုက အမြဲကောင်းတယ်။,一直以来 (yìzhí yǐlái) — အစဉ်အမြဲ｜一直走 (yìzhí zǒu) — တည့်တည့်ဆက်သွားသည်｜一直等 (yìzhí děng) — အမြဲစောင့်သည်｜一直在 (yìzhí zài) — အမြဲလုပ်နေသည်｜始终 (shǐzhōng) — အစမှအဆုံးတိုင်
1164,2,亿,yì,100 million,သန်းတစ်ရာ,这个城市有一亿人口。｜中国有十四亿多人口。｜这家公司价值一亿元。｜一亿是一个很大的数字。｜这个项目需要一亿元。,Zhège chéngshì yǒu yí yì rénkǒu.｜Zhōngguó yǒu shísì yì duō rénkǒu.｜Zhè jiā gōngsī jiàzhí yí yì yuán.｜Yí yì shì yí ge hěn dà de shùzì.｜Zhège xiàngmù xūyào yí yì yuán.,This city has 100 million people.｜China has more than 1.4 billion people.｜This company is worth 100 million yuan.｜One hundred million is a very large number.｜This project needs 100 million yuan.,ဒီမြို့မှာ လူဦးရေ သန်း ၁၀၀ ရှိတယ်။｜တရုတ်နိုင်ငံမှာ လူဦးရေ သန်း ၁၄၀၀ ကျော်ရှိတယ်။｜ဒီကုမ္ပဏီရဲ့တန်ဖိုးက ယွမ် သန်း ၁၀၀ ရှိတယ်။｜သန်း ၁၀၀ ဆိုတာ အရမ်းကြီးတဲ့ ဂဏန်းတစ်ခုပါ။｜ဒီပရောဂျက်အတွက် ယွမ် သန်း ၁၀၀ လိုအပ်တယ်။,"十亿 (shí yì) — သန်း ၁၀၀၀｜一百亿 (yì bǎi yì) — သန်း ၁၀,၀၀၀｜亿万 (yìwàn) — သန်းပေါင်းများစွာ｜亿元 (yì yuán) — ယွမ် သန်း ၁၀၀｜人口 (rénkǒu) — လူဦးရေ"
1165,2,意见,yìjiàn,Opinion,အမြင်၊ ထင်မြင်ချက်၊ အကြံပြုချက်,你有什么意见？｜我同意你的意见。｜老师听了我的意见。｜你可以发表自己的意见。｜大家对这件事有不同的意见。,Nǐ yǒu shénme yìjiàn?｜Wǒ tóngyì nǐ de yìjiàn.｜Lǎoshī tīng le wǒ de yìjiàn.｜Nǐ kěyǐ fābiǎo zìjǐ de yìjiàn.｜Dàjiā duì zhè jiàn shì yǒu bùtóng de yìjiàn.,What is your opinion?｜I agree with your opinion.｜The teacher heard my opinion.｜You can express your own opinion.｜Everyone has different opinions about this matter.,ဒီကိစ္စနဲ့ပတ်သက်ပြီး မင်းရဲ့အမြင်က ဘာလဲ။｜မင်းရဲ့အမြင်ကို ကျွန်တော် သဘောတူတယ်။｜ဆရာက ကျွန်တော့်အမြင်ကို နားထောင်ခဲ့တယ်။｜ကိုယ့်အမြင်ကို ထုတ်ဖော်ပြောလို့ရတယ်။｜ဒီကိစ္စနဲ့ပတ်သက်ပြီး လူတိုင်းရဲ့အမြင် မတူကြဘူး။,意见不同 (yìjiàn bùtóng) — အမြင်မတူ｜个人意见 (gèrén yìjiàn) — ကိုယ်ပိုင်အမြင်｜发表意见 (fābiǎo yìjiàn) — အမြင်ထုတ်ဖော်ပြောသည်｜听取意见 (tīngqǔ yìjiàn) — အမြင်ကိုနားထောင်သည်｜意见书 (yìjiànshū) — အမြင်စာတမ်း
1166,2,意思,yìsi,Meaning,အဓိပ္ပာယ်၊ ဆိုလိုရင်း,你是什么意思？｜我明白你的意思了。｜这句话是什么意思？｜我不知道他的意思。｜你的意思是我们明天去吗？,Nǐ shì shénme yìsi?｜Wǒ míngbái nǐ de yìsi le.｜Zhè jù huà shì shénme yìsi?｜Wǒ bù zhīdào tā de yìsi.｜Nǐ de yìsi shì wǒmen míngtiān qù ma?,What do you mean?｜I understand what you mean now.｜What does this sentence mean?｜I don't know what he means.｜Do you mean we are going tomorrow?,မင်းဘာကိုဆိုလိုတာလဲ။｜မင်းဆိုလိုတာကို အခုနားလည်ပြီ။｜ဒီစာကြောင်းက ဘာအဓိပ္ပာယ်လဲ။｜သူဘာကိုဆိုလိုလဲ မသိဘူး။｜မနက်ဖြန်သွားမယ်လို့ မင်းဆိုလိုတာလား။,意思是 (yìsi shì) — ဆိုလိုသည်｜有意思 (yǒu yìsi) — စိတ်ဝင်စားစရာကောင်းသည်｜没意思 (méi yìsi) — စိတ်မဝင်စားစရာ｜不好意思 (bù hǎoyìsi) — အားနာသည်｜什么意思 (shénme yìsi) — ဘာအဓိပ္ပာယ်လဲ
1167,2,因为,yīn wèi,because,ကြောင့်၊ အတွက်ကြောင့်,因为今天下雨，所以我没出去。｜我喜欢他，因为他很善良。｜因为身体不舒服，她没有来上课。｜他迟到了，因为路上很堵。｜因为天气很好，我们去了公园。,"Yīnwèi jīntiān xiàyǔ, suǒyǐ wǒ méi chūqù.｜Wǒ xǐhuan tā, yīnwèi tā hěn shànliáng.｜Yīnwèi shēntǐ bù shūfu, tā méiyǒu lái shàngkè.｜Tā chídào le, yīnwèi lùshang hěn dǔ.｜Yīnwèi tiānqì hěn hǎo, wǒmen qù le gōngyuán.",I didn't go out because it rained today.｜I like him because he is kind.｜She didn't come to class because she felt unwell.｜He was late because there was a traffic jam.｜We went to the park because the weather was good.,ဒီနေ့မိုးရွာလို့ ကျွန်တော် အပြင်မထွက်ဘူး။｜သူက သဘောကောင်းလို့ ကျွန်တော် သူ့ကိုကြိုက်တယ်။｜နေမကောင်းလို့ သူမ စာသင်ချိန်မလာဘူး။｜လမ်းပိတ်လို့ သူနောက်ကျတယ်။｜ရာသီဥတုကောင်းလို့ ကျွန်တော်တို့ ပန်းခြံသွားခဲ့တယ်။,因为…所以… (yīnwèi...suǒyǐ...) — ...ကြောင့် ...ဖြစ်သည်｜因为如此 (yīnwèi rúcǐ) — ဒီလိုဖြစ်တဲ့အတွက်｜因为天气 (yīnwèi tiānqì) — ရာသီဥတုကြောင့်｜因为工作 (yīnwèi gōngzuò) — အလုပ်ကြောင့်｜因为生病 (yīnwèi shēngbìng) — နေမကောင်းလို့
1168,2,阴,yīn,Yin,တိမ်ထူသော၊ နေမသာသော,今天是阴天。｜明天可能是阴天。｜阴天的时候天气比较凉快。｜今天一直是阴天。｜我不太喜欢阴天。,Jīntiān shì yīntiān.｜Míngtiān kěnéng shì yīntiān.｜Yīntiān de shíhou tiānqì bǐjiào liángkuai.｜Jīntiān yìzhí shì yīntiān.｜Wǒ bù tài xǐhuan yīntiān.,Today is cloudy.｜It may be cloudy tomorrow.｜It is relatively cool on cloudy days.｜It has been cloudy all day today.｜I don't really like cloudy days.,ဒီနေ့ တိမ်ထူတယ်။｜မနက်ဖြန် တိမ်ထူနိုင်တယ်။｜တိမ်ထူတဲ့နေ့တွေမှာ ရာသီဥတုက အေးအေးလေးဖြစ်တယ်။｜ဒီနေ့တစ်နေ့လုံး တိမ်ထူနေတယ်။｜ကျွန်တော် တိမ်ထူတဲ့နေ့တွေကို သိပ်မကြိုက်ဘူး။,阴影 (yīnyǐng) — အရိပ်｜阴凉 (yīnliáng) — အေးမြသောနေရာ｜阴暗 (yīn'àn) — မှောင်မိုက်သော｜阴雨 (yīnyǔ) — မိုးအုံ့မိုးရွာခြင်း｜阴历 (yīnlì) — တရုတ်လပြက္ခဒိန်
1169,2,阴天,yīn tiān,cloudy day; overcast sky,တိမ်ထူသောနေ့,今天是阴天。｜阴天没有太阳。｜阴天的时候很凉快。｜明天可能会是阴天。｜我喜欢晴天，不喜欢阴天。,"Jīntiān shì yīntiān.｜Yīntiān méiyǒu tàiyáng.｜Yīntiān de shíhou hěn liángkuai.｜Míngtiān kěnéng huì shì yīntiān.｜Wǒ xǐhuan qíngtiān, bù xǐhuan yīntiān.","Today is a cloudy day.｜There is no sun on cloudy days.｜It is cool when it is cloudy.｜It may be cloudy tomorrow.｜I like sunny days, not cloudy days.",ဒီနေ့ တိမ်ထူတဲ့နေ့ပါ။｜တိမ်ထူတဲ့နေ့မှာ နေမရှိဘူး။｜တိမ်ထူတဲ့အချိန်မှာ အေးအေးလေးဖြစ်တယ်။｜မနက်ဖြန် တိမ်ထူနိုင်တယ်။｜ကျွန်တော် နေသာတဲ့နေ့ကို ကြိုက်ပြီး တိမ်ထူတဲ့နေ့ကို မကြိုက်ဘူး။,多云 (duōyún) — တိမ်များသော｜天气阴 (tiānqì yīn) — ရာသီဥတုတိမ်ထူသည်｜阴沉 (yīnchén) — မိုးအုံ့အုံ့ဖြစ်သည်｜阴雨天 (yīnyǔtiān) — မိုးအုံ့မိုးရွာသောနေ့｜晴天 (qíngtiān) — နေသာသောနေ့
1170,2,音节,yīn jié,syllable,အသံအပိုင်း၊ syllable,“你好”有两个音节。｜这个词有三个音节。｜请注意这个音节的发音。｜每个音节都要读清楚。｜老师正在教我们音节。,“Nǐ hǎo” yǒu liǎng ge yīnjié.｜Zhège cí yǒu sān ge yīnjié.｜Qǐng zhùyì zhège yīnjié de fāyīn.｜Měi ge yīnjié dōu yào dú qīngchu.｜Lǎoshī zhèngzài jiāo wǒmen yīnjié.,“你好” has two syllables.｜This word has three syllables.｜Please pay attention to the pronunciation of this syllable.｜Each syllable should be pronounced clearly.｜The teacher is teaching us syllables.,“你好” မှာ အသံအပိုင်းနှစ်ပိုင်းရှိတယ်။｜ဒီစကားလုံးမှာ အသံအပိုင်းသုံးပိုင်းရှိတယ်။｜ဒီအသံအပိုင်းရဲ့ အသံထွက်ကို သတိထားပါ။｜အသံအပိုင်းတိုင်းကို ရှင်းရှင်းလင်းလင်း ဖတ်ရမယ်။｜ဆရာက ကျွန်တော်တို့ကို အသံအပိုင်းတွေအကြောင်း သင်ပေးနေတယ်။,音节数 (yīnjié shù) — အသံအပိုင်းအရေအတွက်｜单音节 (dānyīnjié) — အသံအပိုင်းတစ်ခုပါသော｜双音节 (shuāngyīnjié) — အသံအပိုင်းနှစ်ခုပါသော｜多音节 (duōyīnjié) — အသံအပိုင်းများသော｜音节发音 (yīnjié fāyīn) — အသံအပိုင်းအသံထွက်
1171,2,音乐,yīnyuè,Music,ဂီတ၊ တေးဂီတ,我喜欢听音乐。｜这首音乐很好听。｜她每天晚上听音乐。｜音乐可以让人放松。｜他很喜欢中国音乐。,Wǒ xǐhuan tīng yīnyuè.｜Zhè shǒu yīnyuè hěn hǎotīng.｜Tā měitiān wǎnshang tīng yīnyuè.｜Yīnyuè kěyǐ ràng rén fàngsōng.｜Tā hěn xǐhuan Zhōngguó yīnyuè.,I like listening to music.｜This piece of music sounds very nice.｜She listens to music every night.｜Music can help people relax.｜He really likes Chinese music.,ကျွန်တော် သီချင်းနားထောင်ရတာကြိုက်တယ်။｜ဒီတေးသီချင်းက နားထောင်လို့ကောင်းတယ်။｜သူမ ညတိုင်း သီချင်းနားထောင်တယ်။｜ဂီတက လူတွေကို စိတ်ပြေလျော့စေနိုင်တယ်။｜သူ တရုတ်ဂီတကို အရမ်းကြိုက်တယ်။,音乐家 (yīnyuèjiā) — ဂီတပညာရှင်｜音乐课 (yīnyuè kè) — ဂီတဘာသာရပ်｜音乐节目 (yīnyuè jiémù) — ဂီတအစီအစဉ်｜流行音乐 (liúxíng yīnyuè) — ခေတ်စားသောဂီတ｜古典音乐 (gǔdiǎn yīnyuè) — ဂန္ထဝင်ဂီတ
1172,2,音乐会,yīn yuè huì,concert,ဂီတဖျော်ဖြေပွဲ,周末我们去听音乐会。｜这场音乐会很精彩。｜她买了两张音乐会的票。｜音乐会晚上八点开始。｜我第一次参加音乐会。,Zhōumò wǒmen qù tīng yīnyuèhuì.｜Zhè chǎng yīnyuèhuì hěn jīngcǎi.｜Tā mǎi le liǎng zhāng yīnyuèhuì de piào.｜Yīnyuèhuì wǎnshang bā diǎn kāishǐ.｜Wǒ dì yī cì cānjiā yīnyuèhuì.,We are going to a concert this weekend.｜This concert is wonderful.｜She bought two concert tickets.｜The concert starts at 8 p.m.｜This is my first time attending a concert.,ဒီအပတ်ကုန်မှာ ဂီတဖျော်ဖြေပွဲသွားနားထောင်မယ်။｜ဒီဂီတဖျော်ဖြေပွဲက အရမ်းကောင်းတယ်။｜သူမ ဂီတဖျော်ဖြေပွဲလက်မှတ်နှစ်စောင် ဝယ်ခဲ့တယ်။｜ဂီတဖျော်ဖြေပွဲက ည ၈ နာရီမှာ စတယ်။｜ဒါက ကျွန်တော် ပထမဆုံး ဂီတဖျော်ဖြေပွဲတက်တာပါ။,演唱会 (yǎnchànghuì) — သီချင်းဖျော်ဖြေပွဲ｜音乐厅 (yīnyuètīng) — ဂီတခန်းမ｜演出 (yǎnchū) — ဖျော်ဖြေပွဲ｜音乐会门票 (yīnyuèhuì ménpiào) — ဂီတဖျော်ဖြေပွဲလက်မှတ်｜现场音乐会 (xiànchǎng yīnyuèhuì) — တိုက်ရိုက်ဂီတဖျော်ဖြေပွဲ
1173,2,银行,yínháng,Bank,ဘဏ်,我去银行取钱。｜银行几点关门？｜这家银行离我家很近。｜爸爸在银行工作。｜我需要去银行办事。,Wǒ qù yínháng qǔ qián.｜Yínháng jǐ diǎn guānmén?｜Zhè jiā yínháng lí wǒ jiā hěn jìn.｜Bàba zài yínháng gōngzuò.｜Wǒ xūyào qù yínháng bànshì.,I am going to the bank to withdraw money.｜What time does the bank close?｜This bank is very close to my home.｜My father works at a bank.｜I need to go to the bank to take care of something.,ကျွန်တော် ဘဏ်ကို ငွေထုတ်ဖို့သွားတယ်။｜ဘဏ်က ဘယ်အချိန်ပိတ်လဲ။｜ဒီဘဏ်က ကျွန်တော့်အိမ်နဲ့ အရမ်းနီးတယ်။｜အဖေက ဘဏ်မှာ အလုပ်လုပ်တယ်။｜ကျွန်တော် ဘဏ်ကို ကိစ္စတစ်ခုသွားလုပ်ဖို့လိုတယ်။,银行家 (yínhángjiā) — ဘဏ်လုပ်ငန်းရှင်｜银行账户 (yínháng zhànghù) — ဘဏ်အကောင့်｜银行贷款 (yínháng dàikuǎn) — ဘဏ်ချေးငွေ｜银行工作人员 (yínháng gōngzuò rényuán) — ဘဏ်ဝန်ထမ်း｜网上银行 (wǎngshàng yínháng) — အွန်လိုင်းဘဏ်
1174,2,银行卡,yín háng kǎ,bank card,ဘဏ်ကတ်,我的银行卡丢了。｜请把钱存进银行卡。｜这张银行卡可以在网上使用。｜我忘记带银行卡了。｜他正在申请一张银行卡。,Wǒ de yínhángkǎ diū le.｜Qǐng bǎ qián cún jìn yínhángkǎ.｜Zhè zhāng yínhángkǎ kěyǐ zài wǎngshàng shǐyòng.｜Wǒ wàngjì dài yínhángkǎ le.｜Tā zhèngzài shēnqǐng yì zhāng yínhángkǎ.,I lost my bank card.｜Please put the money into the bank card.｜This bank card can be used online.｜I forgot to bring my bank card.｜He is applying for a bank card.,ကျွန်တော့်ဘဏ်ကတ် ပျောက်သွားပြီ။｜ငွေကို ဘဏ်ကတ်ထဲ ထည့်ပေးပါ။｜ဒီဘဏ်ကတ်ကို အွန်လိုင်းမှာ သုံးလို့ရတယ်။｜ကျွန်တော် ဘဏ်ကတ်ယူလာဖို့ မေ့သွားတယ်။｜သူ ဘဏ်ကတ်တစ်ကတ် လျှောက်နေတယ်။,银行卡号 (yínhángkǎ hào) — ဘဏ်ကတ်နံပါတ်｜银行卡密码 (yínhángkǎ mìmǎ) — ဘဏ်ကတ်လျှို့ဝှက်နံပါတ်｜信用卡 (xìnyòngkǎ) — ခရက်ဒစ်ကတ်｜借记卡 (jièjìkǎ) — ဒက်ဘစ်ကတ်｜银行卡余额 (yínhángkǎ yú'é) — ဘဏ်ကတ်လက်ကျန်ငွေ
1175,2,应该,yīnggāi,Should,သင့်သည်၊ လုပ်သင့်သည်,你应该早点睡觉。｜我们应该认真学习。｜下雨了，你应该带伞。｜你不应该说谎。｜遇到问题应该冷静。,"Nǐ yīnggāi zǎodiǎn shuìjiào.｜Wǒmen yīnggāi rènzhēn xuéxí.｜Xiàyǔ le, nǐ yīnggāi dài sǎn.｜Nǐ bù yīnggāi shuōhuǎng.｜Yùdào wèntí yīnggāi lěngjìng.","You should go to bed earlier.｜We should study hard.｜It is raining, so you should bring an umbrella.｜You should not lie.｜You should stay calm when you have a problem.",မင်း စောစောအိပ်သင့်တယ်။｜ကျွန်တော်တို့ ကြိုးစားပြီး စာလေ့လာသင့်တယ်။｜မိုးရွာနေပြီ၊ မင်းထီးယူသင့်တယ်။｜မင်း လိမ်မပြောသင့်ဘူး။｜ပြဿနာကြုံရင် စိတ်အေးအေးထားသင့်တယ်။,应该说 (yīnggāi shuō) — ပြောသင့်သည်｜应该做 (yīnggāi zuò) — လုပ်သင့်သည်｜应该注意 (yīnggāi zhùyì) — သတိထားသင့်သည်｜应该知道 (yīnggāi zhīdào) — သိသင့်သည်｜不应该 (bù yīnggāi) — မလုပ်သင့်
1176,2,英文,yīng wén,English,အင်္ဂလိပ်စာ,我正在学习英文。｜这本书有英文版本。｜他的英文很好。｜请把这句话翻译成英文。｜我每天读一点英文。,Wǒ zhèngzài xuéxí Yīngwén.｜Zhè běn shū yǒu Yīngwén bǎnběn.｜Tā de Yīngwén hěn hǎo.｜Qǐng bǎ zhè jù huà fānyì chéng Yīngwén.｜Wǒ měitiān dú yìdiǎn Yīngwén.,I am studying English.｜This book has an English version.｜His English is very good.｜Please translate this sentence into English.｜I read a little English every day.,ကျွန်တော် အင်္ဂလိပ်စာလေ့လာနေတယ်။｜ဒီစာအုပ်မှာ အင်္ဂလိပ်ဘာသာနဲ့ ထုတ်ထားတဲ့မူရှိတယ်။｜သူ့အင်္ဂလိပ်စာက အရမ်းကောင်းတယ်။｜ဒီစာကြောင်းကို အင်္ဂလိပ်လို ဘာသာပြန်ပေးပါ။｜ကျွန်တော် နေ့တိုင်း အင်္ဂလိပ်စာ နည်းနည်းဖတ်တယ်။,英文名 (Yīngwén míng) — အင်္ဂလိပ်နာမည်｜英文书 (Yīngwén shū) — အင်္ဂလိပ်စာအုပ်｜英文翻译 (Yīngwén fānyì) — အင်္ဂလိပ်ဘာသာပြန်｜英文单词 (Yīngwén dāncí) — အင်္ဂလိပ်ဝေါဟာရ｜英文句子 (Yīngwén jùzi) — အင်္ဂလိပ်စာကြောင်း
1177,2,英语,yīng yǔ,English,အင်္ဂလိပ်ဘာသာစကား,我的英语不太好。｜她正在学习英语。｜你会说英语吗？｜英语是很有用的语言。｜我每天练习英语口语。,Wǒ de Yīngyǔ bù tài hǎo.｜Tā zhèngzài xuéxí Yīngyǔ.｜Nǐ huì shuō Yīngyǔ ma?｜Yīngyǔ shì hěn yǒuyòng de yǔyán.｜Wǒ měitiān liànxí Yīngyǔ kǒuyǔ.,My English is not very good.｜She is studying English.｜Can you speak English?｜English is a very useful language.｜I practice spoken English every day.,ကျွန်တော့်အင်္ဂလိပ်စာ သိပ်မကောင်းဘူး။｜သူမ အင်္ဂလိပ်စာလေ့လာနေတယ်။｜မင်း အင်္ဂလိပ်လို ပြောတတ်လား။｜အင်္ဂလိပ်ဘာသာစကားက အရမ်းအသုံးဝင်တယ်။｜ကျွန်တော် နေ့တိုင်း အင်္ဂလိပ်စကားပြော လေ့ကျင့်တယ်။,英语课 (Yīngyǔ kè) — အင်္ဂလိပ်စာသင်ချိန်｜英语老师 (Yīngyǔ lǎoshī) — အင်္ဂလိပ်စာဆရာ｜英语学习 (Yīngyǔ xuéxí) — အင်္ဂလိပ်စာလေ့လာခြင်း｜英语口语 (Yīngyǔ kǒuyǔ) — အင်္ဂလိပ်စကားပြော｜英语考试 (Yīngyǔ kǎoshì) — အင်္ဂလိပ်စာမေးပွဲ
